보관소명,소재지,위도,경도,LCD,QR,설치대수
문정역 1번출구,송파구,37.48669815,127.1224442,,15,15
서울방이동 고분군,송파구,37.50786591,127.1169891,,12,12
배명고등학교,송파구,37.49741364,127.0963059,,15,15
석촌고분역 2번 출구,송파구,37.50264359,127.0973969,,9,9
송파학사 옆,송파구,37.47817993,127.1471024,,20,20
위례포레샤인아파트 2318동,송파구,37.477211,127.1371765,,10,10
잠실새내역 1번출구,송파구,37.51129532,127.0867386,,21,21
아시아지하보도 14번 출구,송파구,37.51146317,127.0788117,,15,15
쌍용아파트,송파구,37.52681351,127.1181488,,8,8
석촌역 8번출구,송파구,37.50550461,127.106575,,18,18
송파역 4번출구,송파구,37.50004959,127.1115112,,10,10
마천동 성내천 쉼터,송파구,37.50149536,127.1477814,,12,12
풍납중학교 측면,송파구,37.52515793,127.1169434,,10,10
성내5교,송파구,37.50166702,127.1377411,,10,10
잠실나들목2(엘스아파트136동),송파구,37.51621246,127.084343,,10,10
레이크펠리스101동앞,송파구,37.50775909,127.0912933,,15,15
잠실 자전거 수리센터 앞,송파구,37.51156998,127.1010742,,15,15
헬리오시티 112동 앞,송파구,37.49469757,127.1046448,,30,30
오금공원사거리2,송파구,37.50544357,127.1323319,,10,10
위례22단지 2208동 다리앞,송파구,37.47854996,127.1381378,,7,7
경찰병원역 3번출구 앞,송파구,37.49577332,127.1245804,,20,20
송파 레미니스1단지 102동 앞,송파구,37.50883102,127.1342621,,41,41
올림픽공원사거리(선수촌아파트),송파구,37.51202011,127.1286469,,25,25
올림픽선수촌아파트 136동 앞,송파구,37.50997543,127.1336975,,10,10
송이공원,송파구,37.50057983,127.1188431,,20,20
풍납동 아이파크 107동 앞,송파구,37.52480316,127.1146393,,10,10
송파 파인타운 11단지,송파구,37.47916031,127.1321945,,10,10
가락몰 업무동,송파구,37.49535751,127.1156921,,10,10
서울친환경유통센터,송파구,37.49416733,127.1045303,,10,10
마곡나루역 5번출구 뒤편,강서구,37.56520081,126.8273163,15,,15
마곡 엠밸리2단지,강서구,37.56917953,126.8194428,20,,20
서울도시가스 앞 ,강서구,37.54748535,126.8720245,,20,20
홈플러스(강서점),강서구,37.55852127,126.8540115,,10,10
강서공업고등학교 앞,강서구,37.57631683,126.8164978,,13,13
한강아파트,강서구,37.57036972,126.8444138,,13,13
강서한강자이타워 앞,강서구,37.56468201,126.8489075,,15,15
강변아파트 310동 앞,강서구,37.56458664,126.8569183,,20,20
라이품 공영주차장 앞,강서구,37.57131958,126.8416672,,30,30
가로공원공영주차장 1번 출구,강서구,37.53736115,126.8374481,,9,9
화곡터널입구교차로,강서구,37.53835678,126.8423615,,10,10
우장초등학교 앞,강서구,37.54853439,126.8466721,,13,13
마곡나루역 2번 출구,강서구,37.56692505,126.8274384,,25,25
롯데 R&D 센터,강서구,37.57094193,126.8283157,,20,20
LG유플러스 마곡사옥,강서구,37.56133652,126.8339005,,55,55
마곡수명산파크1단지,강서구,37.55524826,126.8322983,,20,20
마곡문화공원,강서구,37.56121063,126.8303452,,40,40
힐스테이트에코,강서구,37.55965805,126.8296051,,30,30
등촌1-10단지 교차로,강서구,37.56320572,126.8393631,,12,12
마곡 문영비지웍스,강서구,37.56188202,126.8391571,,20,20
마곡 필네이처,강서구,37.56089401,126.8366928,,13,13
(재)FITI시험연구원,강서구,37.56848526,126.8385696,,25,25
서울식물원 식물문화센터,강서구,37.56883621,126.8356323,,20,20
서울식물원 잔디마당 앞,강서구,37.56408691,126.8308487,,25,25
마곡나루역 3번 출구,강서구,37.56580353,126.8280792,,35,35
넥센 유니버시티 앞,강서구,37.56948471,126.8280945,,30,30
마곡메가박스 앞,강서구,37.55912781,126.8349533,,30,30
명덕고교,강서구,37.55524063,126.8347168,,14,14
마곡수명산 1-2단지,강서구,37.5553093,126.8298569,,15,15
마곡13단지 정문 앞,강서구,37.5586319,126.8199158,,15,15
마곡 공공청사,강서구,37.56229401,126.8239517,,30,30
까치산역 3번 출구,강서구,37.53158951,126.8466415,,10,10
수명산파크1단지교차로,강서구,37.55363083,126.8286133,,20,20
마곡레포츠센터,강서구,37.57297516,126.8324432,,20,20
마곡수명산파크5-6단지,강서구,37.55061722,126.8268814,,8,8
강서구민올림픽체육센터,강서구,37.55990601,126.8504257,,10,10
동신아파트 104동 앞,강서구,37.57204437,126.8440018,,11,11
강서세무서앞,강서구,37.56209183,126.8209686,,25,25
수명초등학교,강서구,37.5525589,126.8231125,,9,9
수명산파크4단지411동 앞,강서구,37.55134964,126.8249359,,10,10
대륭포스트타워1차,구로구,37.48437119,126.8954239,30,,30
항동지구 6단지 602동 앞,구로구,37.47737503,126.820015,,10,10
구로자원순환센터 ,구로구,37.48250961,126.8257599,,10,10
항동지구 4단지 입구,구로구,37.48259735,126.8264542,,10,10
항동지구 1단지 105동 앞,구로구,37.48062897,126.8218155,,10,10
항동지구 2단지 202동 앞,구로구,37.48080826,126.821907,,10,10
항동지구 11단지 1103동 앞,구로구,37.47790527,126.8231125,,10,10
항동지구 3단지 311동 앞,구로구,37.47793961,126.8232727,,10,10
항동프라자,구로구,37.4798317,126.8227539,,15,15
항동지구 3단지 302동 앞,구로구,37.47937012,126.82547,,10,10
항동지구 10단지 1001동 앞,구로구,37.47934341,126.8256378,,10,10
항동지구 7단지 정문,구로구,37.47603607,126.8165894,,12,12
항동지구 8단지 803동옆(주차장입구),구로구,37.47473145,126.817009,,14,14
천왕이펜하우5단지 앞,구로구,37.47989655,126.8403702,,10,10
천왕이펜하우스3단지 앞,구로구,37.48223877,126.8385315,,14,14
하늘숲초등학교 앞,구로구,37.48366547,126.8416138,,15,15
신세기아파트 앞,구로구,37.49396515,126.8530426,,10,10
청구아파트 앞,구로구,37.50119019,126.863533,,10,10
제니스스포츠 앞,구로구,37.50452042,126.8705521,,14,14
중앙유통단지 앞,구로구,37.49981308,126.8743134,,10,10
미래사랑어린이공원 앞,구로구,37.51006317,126.8895645,,10,10
초롱타운 앞,구로구,37.49545288,126.880394,,10,10
가마산지하보도 옆,구로구,37.48864746,126.8804703,,10,10
공릉동풍림아파트 101동,노원구,37.62981415,127.0665054,,8,8
공릉풍림아파트 108동,노원구,37.62862015,127.0669098,,12,12
월계초안아파트 1단지,노원구,37.63372803,127.0443649,,10,10
중계3차청구아파트,노원구,37.65050507,127.0739822,,8,8
 월계중학교,노원구,37.63074875,127.0531082,,15,15
 광운대학교 중앙도서관,노원구,37.62000275,127.0585632,,20,20
석계역 3번 출구,노원구,37.61545944,127.0674515,,13,13
도깨비시장,노원구,37.6220932,127.0744247,,10,10
상계역중앙시장,노원구,37.6588707,127.0719147,,11,11
대진고등학교,노원구,37.63815689,127.0732651,,20,20
상계8동 주민센터,노원구,37.666996,127.0515289,,17,17
서울과학기술대학교(미래관),노원구,37.62950897,127.0810394,,10,10
서울과학기술대학교(어학교육원),노원구,37.63489914,127.0776749,,35,35
신창중학교 후문 맞은편 버스정류장,노원구,37.62807083,127.0469208,,10,10
등나무 근린공원(시립북서울미술관 앞) ,노원구,37.63999557,127.0665741,,22,22
상계중학교(당현2교사거리),노원구,37.65103531,127.0687103,,15,15
중계역 2번출구,노원구,37.64548874,127.0645828,,10,10
벽산상암스마트큐브 ,마포구,37.5650444,126.9036026,,10,10
래미안공덕3차아파트,마포구,37.54554749,126.9567947,,5,5
마포구청 청사내,마포구,37.56624603,126.9021835,,10,10
상암월드컵파크5단지(상암중학교),마포구,37.57948685,126.8873901,,10,10
MBC 앞,마포구,37.58194733,126.8902969,,10,10
DMC역7번출구,마포구,37.57711411,126.8983612,,10,10
서교동사거리(신),마포구,37.55583954,126.920433,,10,10
홍대입구역 3번출구,마포구,37.5582962,126.9253845,,15,15
경의선(노고산동),마포구,37.55342865,126.9337921,,15,15
서울고용노동청본청,중구,37.56761551,126.9872437,,10,10
북성초교,서대문구,37.55739594,126.9521637,8,,8
서대문구청,서대문구,37.57838058,126.9360962,15,,15
연희삼거리,서대문구,37.56799698,126.9316559,10,,10
홍제삼거리 북측,서대문구,37.58670044,126.9467697,8,,8
e편한세상 신촌4단지 앞,서대문구,37.55812836,126.9562073,13,,13
홍은센트레빌 아파트 앞,서대문구,37.5971489,126.93853,9,,9
연희초등학교 앞,서대문구,37.56962967,126.9333115,7,,7
북한산더샾 106동 앞,서대문구,37.59293365,126.9412918,,10,10
홍은 현대아이파크 아파트 202동 앞,서대문구,37.58928299,126.9369431,,15,15
무악재역 4번 출구,서대문구,37.58221054,126.9501648,,10,10
독립문역 5번 출구,서대문구,37.57386017,126.9582977,,9,9
독립문역사거리,서대문구,37.57220459,126.9597473,,15,15
충정로역 3번 출구,서대문구,37.56046295,126.9655228,,7,7
북아현 치안센터 인근,서대문구,37.56145477,126.9557495,,20,20
신촌역 4번출구,서대문구,37.55550385,126.9372025,,10,10
이화여대 인문관 인근,서대문구,37.56406784,126.9453278,,10,10
연희 브라운스톤 아파트 앞,서대문구,37.56519699,126.9298554,,10,10
DMC엘가아파트 앞,서대문구,37.56983566,126.9180908,,12,12
가좌삼거리,서대문구,37.57065201,126.9129868,,15,15
북가좌삼거리2,서대문구,37.5742836,126.9064636,,20,20
DMC파크뷰자이1단지 110동 앞,서대문구,37.5723877,126.9151077,,30,30
연희파크푸르지오아파트 앞,서대문구,37.57564163,126.9278259,,20,20
남가좌동 제2공영주차장,서대문구,37.58334351,126.9227448,,10,10
홍은2파출소 옆,서대문구,37.58333588,126.9362869,,10,10
동신병원 맞은편,서대문구,37.5813179,126.935997,,7,7
DMC래미안e편한세상203동옆,서대문구,37.57626343,126.9113236,,20,20
가재울사거리,서대문구,37.57456207,126.9179916,,20,20
연가교 교차로,서대문구,37.57215881,126.9211884,,15,15
홍제교,서대문구,37.59186172,126.9442139,,10,10
핀란드 타워앞,서대문구,37.55711365,126.9488144,,18,18
SK리체블(상수도사업본부),서대문구,37.56131744,126.9665833,,10,10
당산skv1센터,영등포구,37.53073502,126.8991699,,9,9
당산롯데캐슬프레스티지,영등포구,37.52869034,126.903862,,15,15
도림동배드민턴체육관,영등포구,37.50611496,126.8985901,,10,10
도림고가도로 밑,영등포구,37.51124191,126.8981857,,10,10
문래중학교,영등포구,37.5202179,126.882164,,10,10
문래동 주민센터,영등포구,37.51707077,126.899086,,15,15
양남사거리 1,영등포구,37.5218277,126.8897247,,10,10
신길 래미안 프레비뉴,영등포구,37.50438309,126.9080887,,10,10
신풍역 6번출구,영등포구,37.50017166,126.9113083,,10,10
영등포 푸르지오,영등포구,37.51202393,126.9010544,,10,10
강변삼성래미안,영등포구,37.52974319,126.9078293,,15,15
래미안에스티움(신풍로) 앞,영등포구,37.50013733,126.9139786,,20,20
서울특별시 남부교육지원청,영등포구,37.51933289,126.8953018,,10,10
낙성대역 8번 출구,관악구,37.47677612,126.9648666,,10,10
서울신우초등학교,관악구,37.46214676,126.931778,,10,10
봉천고개 육교,관악구,37.4912262,126.9560776,,10,10
영락고등학교,관악구,37.47662735,126.9436417,,15,15
서울대입구역 4번 출구,관악구,37.48122025,126.9515762,,12,12
창신두산아파트,종로구,37.57376099,127.0139389,,10,10
이화공영주차장,종로구,37.57660675,127.0055695,,10,10
서울특별시 교육청,종로구,37.5695076,126.9670105,,10,10
서울특별시 중부교육지원청,종로구,37.57185364,127.0023575,,10,10
파크팰리스,종로구,37.57455063,126.9705505,,12,12
세종로공원,종로구,37.57407761,126.9759064,,20,20
안국동사거리(신),종로구,37.57580566,126.9833908,,18,18
종로타워빌딩,종로구,37.57051086,126.9833679,,13,13
종로3가역 8번출구,종로구,37.5724678,126.99189,,10,10
종묘,종로구,37.5707016,126.994812,,10,10
세운상가,종로구,37.5703125,126.994545,,15,15
종로플레이스,종로구,37.57320023,126.997963,,22,22
종로5가역 4번출구,종로구,37.57117462,127.0022278,,10,10
동대문역6번출구,종로구,37.57146072,127.010788,,15,15
동묘앞역 6번출구,종로구,37.5715332,127.0156174,,15,15
창신3동주민센터,종로구,37.57772446,127.0152512,,12,12
창신역2번 출구,종로구,37.57998657,127.0150604,,10,10
국립어린이과학관,종로구,37.58194733,126.9973679,,14,14
성균관대입구사거리,종로구,37.58327484,126.9988556,,10,10
혜화역 1번출구,종로구,37.58385468,127.0018539,,10,10
성균관대 정문,종로구,37.58479691,126.9971314,,23,23
현대그룹(본사),종로구,37.57583618,127.0006943,,20,20
광화문 풍림스페이스본 1단지앞,종로구,37.57529068,126.968956,,15,15
독립문역 2번출구 뒤,종로구,37.57501602,126.9575501,,10,10
인왕산 아이파크 정문,종로구,37.57666779,126.9558487,,8,8
서울미술관,종로구,37.59512711,126.9634934,,10,10
AW컨벤션앞,종로구,37.59725952,126.963089,,10,10
구기치안센터 앞,종로구,37.60950089,126.9566803,,8,8
로제우스 레포츠센터,종로구,37.60760117,126.9576874,,10,10
종로2가 사거리,종로구,37.56999207,126.9883423,,15,15
군자역2번출구,광진구,37.55758667,127.0796967,7,,7
광진구청 앞,광진구,37.53950119,127.0830002,10,,10
중곡역 1번출구,광진구,37.56565857,127.0842972,,18,18
광진유진스웰,광진구,37.55048752,127.1089554,20,,20
원일교회,광진구,37.53805161,127.0765991,8,,8
신양초교앞 교차로,광진구,37.5352211,127.0683975,12,,12
영동대교 북단,광진구,37.53701401,127.0610962,10,,10
어린이회관,광진구,37.54595184,127.0780029,39,,39
화양사거리,광진구,37.54822159,127.0678787,,7,7
세종사이버대학교,광진구,37.55341721,127.0731964,,20,20
중곡SK아파트앞,광진구,37.56864929,127.0862503,10,,10
응봉역 1번출구,성동구,37.55125046,127.0351028,10,,10
상왕십리역 1번출구,성동구,37.56460953,127.0291977,15,,15
왕십리교회옆,성동구,37.56626129,127.0236969,10,,10
서울숲 관리사무소,성동구,37.54281616,127.0420837,20,,20
구의아리수정수센터앞,광진구,37.54370499,127.0932465,15,,15
용마사거리,광진구,37.5625267,127.0822754,10,,10
군자역 7번출구뒤,광진구,37.55686188,127.0791397,8,,8
광진경찰서,광진구,37.54251862,127.0840836,10,,10
현대홈타운 뒷길,광진구,37.54342651,127.0966187,10,,10
건국대학교 과학관(이과대) 앞,광진구,37.54171753,127.0801697,10,,10
세종대학교,광진구,37.55023575,127.073822,15,,15
금호스포츠센터앞,성동구,37.54608917,127.0250702,15,,15
왕십리 자이아파트,성동구,37.56179047,127.0243912,8,,8
광진정보도서관,광진구,37.55059814,127.1105118,8,,8
어린이대공원정문,광진구,37.54978943,127.0759277,15,,15
왕십리자이아파트 후문(삼거리),성동구,37.56014633,127.0263596,10,,10
논골사거리(금호도서관 입구),성동구,37.55477905,127.0248413,15,,15
왕십리KCC스위첸아파트,성동구,37.56068039,127.0267792,15,,15
건대입구역 사거리(롯데백화점),광진구,37.53913879,127.0706177,10,,10
건대입구역 5번출구 뒤,광진구,37.54013824,127.0692825,12,,12
중앙농협(자양동),광진구,37.53181076,127.0807419,10,,10
아차산 휴먼시아 아파트 옆,광진구,37.54848862,127.0937576,15,,15
